kodeBarang,namaBarang,supplier,kodeKategori,kodeSubkategori,kemasan,satuan,hpp,hargaJual,berat,stokToko,stokGudang,stokTotal,lokasiToko,lokasiGudang,createdAt,updatedAt
R010105061,330K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,5,0,5,F4-16,E3-3,,
R010105062,390K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,46,200,246,F4-17,E3-3,,2019-02-25 08:49:25
R010105063,470K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,5,25,30,F4-18,E3-3,,2019-02-25 08:49:38
R010105064,560K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,12,140,152,F4-19,E3-3,,2019-02-25 08:49:49
R010105065,680K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,109,200,309,F4-20,E3-3,,2019-02-25 08:49:55
R010105066,750K Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,48,200,248,F4-21,E3-3,,
R010105067,1M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,0,0,0,F4-22,E3-3,,2019-02-04 08:15:31
R010105068,2.2M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,58,175,233,F4-23,E3-3,,2019-08-10 04:54:38
R010105069,2.7M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,17,200,217,F4-24,E3-3,,2019-02-25 08:50:33
R010105070,4.7M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,20,300,320,F4-25,E3-3,,2019-02-25 08:50:43
R010105071,5.6M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,74,300,374,F5-1,E3-3,,2019-02-25 08:51:04
R010105072,6.8M OHm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,71,325,396,F5-2,E3-3,,
R010105073,7.5M Ohm 2Watt Carbon Film Resistor,Novatech,KD022,KS215,2Watt Carbon,pcs,72,250,0.86,28,200,228,F5-3,E3-3,,2019-02-25 08:51:28
R010106001,0.1 Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,#NA,pcs,550,900,4,0,0,0,F5-4,C1-6,,
R010106002,0.5 Ohm Resistor Power 5 Watt,Novatech,KD022,KS222,#NA,pcs,550,600,3,0,0,0,F5-5,C1-6,,
R010106003,1 Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,#NA,pcs,425,600,4,0,0,0,F5-6,C1-6,,
R010106004,10 Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,#NA,pcs,550,700,4,0,0,0,F5-7,C1-6,,
R010106005,100 Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,dip,pcs,550,900,4,0,0,0,F5-8,C1-6,,
R010106006,1.5k Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,dip,pcs,425,600,4,0,0,0,F5-9,C1-6,,
R010106007,4.7k Ohm Resistor Power 5 Watt,Novatech,KD022,KS212,dip,pcs,425,600,4,0,0,0,F5-10,C1-6,,
R010107001,1 ohm Resistor Power 10 Watt,Novatech,KD022,KS212,#NA,pcs,0,2000,9,0,0,0,F5-11,C1-6,,
R010108001,10 Ohm Resistor Power 20 Watt,Novatech,KD022,KS212,#NA,pcs,0,5000,23,0,0,0,F5-12,C1-6,,
R010202001,0 ohm SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,0,0,0,F5-13,A-3,,
R010202002,1 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,490,3000,3490,F5-14,A-3,,2019-08-28 08:48:14
R010202003,2.2 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,3800,3990,F5-15,A-3,,2019-08-28 08:48:13
R010202004,4.7 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,200,0,200,F5-16,A-3,,2019-08-28 08:48:13
R010202005,5.6 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,350,3900,4250,F5-17,A-3,,2019-02-25 09:13:05
R010202006,6.8 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,4000,4190,F5-18,A-3,,2019-08-28 08:48:13
R010202007,10 ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,300,490,F5-19,A-3,,2019-08-28 08:48:14
R010202008,22 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,500,690,F5-20,A-3,,2019-08-30 03:36:47
R010202009,39 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,100,4000,4100,F5-21,A-3,,2019-08-28 08:48:12
R010202010,47 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,70,2000,2070,F5-22,A-3,,2019-08-28 08:48:12
R010202011,56 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,20,3000,3020,F5-23,A-3,,2019-08-28 08:48:12
R010202012,68 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,6,50,0.03,210,5700,5910,F5-24,A-3,,2019-08-28 08:48:11
R010202013,75 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,40,2000,2040,F5-25,A-3,,2019-08-28 08:48:11
R010202014,100 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,7,50,0.03,490,4450,4940,F6-1,A-3,,2019-08-28 08:48:10
R010202015,120 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,490,2000,2490,F6-2,A-3,,2019-08-28 08:48:10
R010202016,150 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,80,2000,2080,F6-3,A-3,,2019-08-28 08:48:15
R010202017,220 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,6,50,0,170,45400,45570,F6-4,A-3,,2019-04-25 09:28:39
R010202018,330 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,6,50,0,490,44600,45090,F6-5,A-3,,2019-08-28 08:48:15
R010202019,470 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,6,50,0.03,30,42000,42030,F6-6,A-3,,2019-08-28 08:48:16
R010202020,560 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,490,2700,3190,F6-7,A-3,,2019-08-28 08:48:16
R010202021,680 Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,340,1100,1440,F6-8,A-3,,2019-08-28 08:48:16
R010202022,1K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,10,50,0.03,0,0,0,F6-9,A-3,,
R010202023,1.5K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0,120,200,320,F6-10,A-3,,2019-09-24 04:42:10
R010202024,1.8K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0,450,2500,2950,F6-11,A-3,,2019-09-24 04:42:10
R010202025,2.2K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,6,50,0.03,190,44500,44690,F6-12,A-3,,2019-08-28 08:48:17
R010202026,3.3k Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,1200,1390,F6-13,A-3,,2019-08-28 08:48:17
R010202027,3.9k Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,30,3500,3530,F6-14,A-3,,2019-08-28 08:48:18
R010202028,4.7K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,8,50,0.03,190,16000,16190,F6-15,A-3,,2019-08-28 08:48:18
R010202029,5.6K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,20,3550,3570,F6-16,A-3,,2019-08-28 08:48:19
R010202030,6.8K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,3350,3540,F6-17,A-3,,2019-08-28 08:48:19
R010202031,7.5K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0805,pcs,8,50,0,190,19400,19590,F6-18,A-3,,2019-08-28 08:48:20
R010202032,8.2K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,70,3450,3520,F6-19,A-3,,2019-08-28 08:48:20
R010202033,10K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,7,50,0.03,180,0,180,F6-20,A-3,,2019-08-28 08:48:21
R010202034,12K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,100,290,F6-21,A-3,,2019-08-28 08:48:21
R010202035,22K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,220,400,620,F6-22,A-3,,2019-08-28 08:48:22
R010202036,33K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,50,2000,2050,F6-23,A-3,,2019-07-30 02:07:44
R010202037,39K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,220,3200,3420,F6-24,A-3,,2019-08-28 08:48:22
R010202038,47K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,270,500,770,F6-25,A-3,,2019-04-15 09:48:54
R010202039,56K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,70,3200,3270,F7-1,A-3,,2019-08-28 08:48:22
R010202040,68K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,3750,3940,F7-2,A-3,,2019-08-28 08:48:22
R010202041,75K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,280,3850,4130,F7-3,A-3,,2019-08-28 08:48:23
R010202042,100K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,200,0,200,F7-4,A-3,,2019-08-28 08:02:18
R010202043,120K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,40,4100,4140,F7-5,A-3,,2019-08-28 08:48:23
R010202044,150K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,3200,3390,F7-6,A-3,,2019-08-28 08:48:24
R010202045,180K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,40,3800,3840,F7-7,A-3,,2019-08-28 08:48:24
R010202046,220K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,3050,3240,F7-8,A-3,,2019-08-28 08:48:25
R010202047,270K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,10,4000,4010,F7-9,A-3,,2019-08-28 08:48:25
R010202048,330K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,360,3500,3860,F7-10,A-3,,2019-08-28 08:48:26
R010202049,390K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,4400,4590,F7-11,A-3,,2019-08-28 08:48:26
R010202050,470K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,40,2500,2540,F7-12,A-3,,2019-08-28 08:48:26
R010202051,560K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,30,3400,3430,F7-13,A-3,,2019-08-28 08:48:27
R010202052,680K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,70,4000,4070,F7-14,A-3,,2019-08-28 08:48:27
R010202053,750K Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,320,4000,4320,F7-15,A-3,,2019-08-28 08:48:28
R010202054,1M Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,190,200,390,F7-16,A-3,,2019-08-28 08:48:28
R010202055,2.2M Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,110,3300,3410,F7-17,A-3,,2019-08-28 08:48:29
R010202056,3.3M Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,30,3400,3430,F7-18,A-3,,2019-03-19 08:50:37
R010202057,4.7M Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,150,4000,4150,F7-19,A-3,,2019-02-25 09:35:48
R010202058,10M Ohm  SMD0603 Resistor,Novatech,KD022,KS216,SMD0603,pcs,5,50,0.03,400,3500,3900,F7-20,A-3,,2019-02-25 09:37:17
R010202059,20K Ohm SMD0603 Resistor,Novatech,KD022,KS216,SMD,pcs,100,50,1,80,0,80,,,,2019-08-23 07:45:31
R010203001,0 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,0,0,0,F7-21,A-2,,2019-02-26 04:46:50
R010203002,1 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,190,1210,1400,F7-22,A-2,,2019-08-28 08:48:14
R010203003,2.2 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,110,0,110,F7-23,A-2,,2019-09-12 09:14:51
R010203004,4.7 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,240,1750,1990,F7-24,A-2,,2019-08-28 08:48:14
R010203005,5.6 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,250,2950,3200,F7-25,A-2,,2019-02-26 04:48:16
R010203006,6.8 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,30,2460,2490,F8-1,A-2,,2019-08-28 08:48:13
R010203007,10 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,170,2170,2340,F8-2,A-2,,2019-09-12 09:14:50
R010203008,22 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,27,0,27,F8-3,A-2,,2019-07-30 01:59:19
R010203009,39 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,190,1050,1240,F8-4,A-2,,2019-08-28 08:48:13
R010203010,47 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,0,0,0,F8-5,A-2,,2019-05-23 05:10:05
R010203011,56 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,12,80,0,30,3150,3180,F8-6,A-2,,2019-08-28 08:48:12
R010203012,68 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,100,200,300,F8-7,A-2,,2019-08-28 08:04:01
R010203013,75 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,190,2240,2430,F8-8,A-2,,2019-08-28 08:48:11
R010203014,100 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,12,80,0.04,190,1491,1681,F8-9,A-2,,2019-08-28 08:48:10
R010203015,120 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,190,940,1130,F8-10,A-2,,2019-08-28 08:48:10
R010203016,150 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,190,2050,2240,F8-11,A-2,,2019-08-28 08:48:15
R010203017,220 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,9,0,9,F8-12,A-2,,2019-05-23 05:11:33
R010203018,330 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,140,64500,64640,F8-13,A-2,,2019-09-19 08:44:35
R010203019,470 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,190,2400,2590,F8-14,A-2,,2019-08-28 08:48:16
R010203020,560 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,90,3350,3440,F8-15,A-2,,2019-08-28 08:48:16
R010203021,680 Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,190,3500,3690,F8-16,A-2,,2019-08-28 08:48:17
R010203022,1K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,5200,24500,29700,F8-17,A-2,,2019-08-05 06:24:32
R010203023,1.5K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,12,80,0,10,930,940,F8-18,A-2,,2019-04-18 07:08:37
R010203024,1.8K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,12,80,0,4470,0,4470,F8-19,A-2,,2019-08-28 08:48:17
R010203025,2.2K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,0,0,0,F8-20,A-2,,2019-02-25 07:32:33
R010203026,3.3k Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0.04,60,0,60,F8-21,A-2,,2019-08-28 08:48:18
R010203027,3.9k Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,100,2300,2400,F8-22,A-2,,2019-08-28 08:48:18
R010203028,4.7K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,90,69750,69840,F8-23,A-2,,2019-08-28 08:48:19
R010203029,5.6K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,140,1650,1790,F8-24,A-2,,2019-08-28 08:48:19
R010203030,6.8K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,190,350,540,F8-25,A-2,,2019-08-28 08:48:19
R010203031,7.5K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,190,4150,4340,G1-1,A-2,,2019-08-28 08:48:20
R010203032,8.2K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,90,1900,1990,G1-2,A-2,,2019-08-28 08:48:20
R010203033,10K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0,90,50000,50090,G1-3,A-2,,2019-08-28 01:58:00
R010203034,12K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,98,240,338,G1-4,A-2,,2019-08-28 08:48:21
R010203035,22K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,15,80,0,0,0,0,G1-5,A-2,,2019-05-23 05:10:06
R010203036,33K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,0,0,0,G1-6,A-2,,
R010203037,39K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,0,0,0,G1-7,A-2,,2019-08-28 08:55:13
R010203038,47K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,12,80,0.04,100,0,100,G1-8,A-2,,2019-05-23 07:37:04
R010203039,56K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,140,1400,1540,G1-9,A-2,,2019-08-28 08:48:22
R010203040,68K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,190,3750,3940,G1-10,A-2,,2019-08-28 08:48:23
R010203041,75K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,100,2700,2800,G1-11,A-2,,2019-08-28 08:48:23
R010203042,100K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,0,400,400,G1-12,A-2,,2019-09-02 07:33:01
R010203043,120K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,160,1850,2010,G1-13,A-2,,2019-08-28 08:48:23
R010203044,150K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,140,3500,3640,G1-14,A-2,,2019-08-28 08:48:24
R010203045,180K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,58,3550,3608,G1-15,A-2,,2019-08-28 08:48:24
R010203046,220K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,344,0,344,G1-16,A-2,,2019-08-28 08:48:25
R010203047,270K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,50,5550,5600,G1-17,A-2,,2019-08-28 08:48:25
R010203048,330K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,13,80,0,179,3496,3675,G1-18,A-2,,2019-08-28 08:48:26
R010203049,390K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,190,4500,4690,G1-19,A-2,,2019-08-28 08:48:26
R010203050,470K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,79,2150,2229,G1-20,A-2,,2019-08-28 08:48:27
R010203051,560K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,1,0,1,G1-21,A-2,,2019-08-28 08:48:27
R010203052,680K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,82,0,82,G1-22,A-2,,2019-08-28 08:48:29
R010203053,750K Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,10,80,0,60,0,60,G1-23,A-2,,2019-08-28 08:48:28
R010203054,1M Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,11,80,0.04,0,5000,5000,G1-24,A-2,,2019-08-28 08:48:28
R010203055,2.2M Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,298,0,298,G1-25,A-2,,2019-05-29 02:52:09
R010203056,3.3M Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,80,0,80,G2-1,A-2,,2019-04-23 02:29:23
R010203057,4.7M Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,200,0,200,G2-2,A-2,,2019-05-20 06:14:23
R010203058,10M Ohm  SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,8,80,0,294,0,294,G2-3,A-2,,2019-05-20 05:56:14
R010203059,27 Ohm SMD0805 Resistor,Novatech,KD022,KS217,SMD0805,pcs,0,80,0,100,0,100,G2-4,A-2,,2019-08-28 08:09:45
R010203060,200K Ohm SMD0805 Resistor,Novatech,KD022,KS217,#NA,pcs,0,80,0,0,0,0,,,,
R010203061,1.2K Ohm SMD0805 Resistor,Novatech,KD022,KS217,#NA,pcs,100,80,10,20,0,20,G4-12,,,
R010204001,0 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,20,150,0,178,3100,3278,G2-5,A-1,,2019-08-30 03:36:47
R010204002,1 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,0,0,0,G2-6,A-1,,
R010204003,4.7 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,230,0,230,G2-7,A-1,,2019-08-28 08:48:14
R010204004,10 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,30,0,30,G2-8,A-1,,
R010204005,22 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,24,150,0,50,0,50,G2-9,A-1,,2019-08-30 03:36:47
R010204006,39 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,990,0,990,G2-10,A-1,,2019-08-28 08:55:12
R010204007,47 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,24,150,0,443,0,443,G2-11,A-1,,2019-08-28 08:48:12
R010204008,68 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,102,1000,1102,G2-12,A-1,,2019-08-28 08:48:11
R010204009,75 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,430,0,430,G2-13,A-1,,2019-08-28 08:48:11
R010204010,100 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,20,150,0,20,0,20,G2-14,A-1,,2019-08-28 08:48:11
R010204011,120 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,-3,0,-3,G2-15,A-1,,2019-07-30 01:59:19
R010204012,150 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,50,300,350,G2-16,A-1,,2019-08-28 08:48:15
R010204013,220 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,20,150,0,10,0,10,G2-17,A-1,,2019-04-09 07:22:04
R010204014,330 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,17,150,0,940,2000,2940,G2-18,A-1,,2019-09-23 09:48:12
R010204015,470 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,0,0,0,G2-19,A-1,,2019-08-28 08:55:12
R010204016,560 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,21,150,0,47,3500,3547,G2-20,A-1,,2019-08-28 08:48:16
R010204017,680 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,20,150,0,140,3200,3340,G2-21,A-1,,2019-08-28 08:48:17
R010204018,750 Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,15,150,0,170,150,320,G2-22,A-1,,2019-02-25 03:01:44
R010204019,1K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,16,150,0,170,1000,1170,G2-23,A-1,,2019-09-09 05:49:31
R010204020,1.5K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,0,0,0,G2-24,A-1,,
R010204021,1.8K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,0,0,0,G2-25,A-1,,2019-08-28 08:55:12
R010204022,2.2K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,17,150,0,0,0,0,G3-1,A-1,,
R010204023,3.3k Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,17,150,0.04,205,2050,2255,G3-2,A-1,,2019-08-28 08:48:18
R010204024,3.9k Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,18,150,0,107,3500,3607,G3-3,A-1,,2019-08-28 08:48:18
R010204025,4.7K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,16,150,0,40,2250,2290,G3-4,A-1,,2019-09-06 03:20:32
R010204026,5.6K Ohm  SMD1206 Resistor,Novatech,KD022,KS218,SMD1206,pcs,19,150,0.04,90,4200,4290,G3-5,A-1,,2019-08-28 08:55:12
